"divergence" "temperature" "Waves"
2.1440535582399 15.3222222222222 1.4
2.1273055561976 16.5766666666667 1.06666666666667
2.11193057968964 18.0612903225806 1.11612903225806
2.11030201565168 19.5774193548387 0.82258064516129
2.11607063467531 20.8724137931034 0.958620689655172
2.1320267008668 19.8387096774194 1.39032258064516
2.13425143478822 18.7866666666667 1.33
2.19989533125948 17.3677419354839 1.08387096774194
2.55066993053403 15.8366666666667 1.06333333333333
2.73060283533216 14.6870967741935 1.14838709677419
2.71961043882711 14.558064516129 1.08064516129032
2.70624326859279 14.5566666666667 1.12
2.71727085025199 15.0709677419355 0.932258064516129
2.74763803137116 16.5266666666667 1.45666666666667
2.74903636025862 19.2 1.49354838709677
2.95490257204054 20.7548387096774 1.67096774193548
2.94204781285177 21.125 1.45357142857143
2.92318230904615 21.1451612903226 0.97741935483871
2.92909888654354 19.64 1.00666666666667
2.92314250497837 18.1225806451613 0.929032258064516
2.902821262037 16.4633333333333 1.25
2.89345518138694 14.8967741935484 1.11612903225806
2.88501908065289 14.058064516129 1.95483870967742
2.83736634201779 14.8866666666667 2.02142857142857
2.86447144401501 15.8806451612903 1.5258064516129
2.85597872863009 17.5133333333333 1.54666666666667
2.6888917205403 18.258064516129 1.16451612903226
2.57628460512516 19.041935483871 1.2
2.53418478959735 21.6428571428571 1.75357142857143
2.59665155111484 21.0451612903226 1.31612903225806
2.77454298081974 19.6533333333333 1.07333333333333
2.83101504450386 17.3548387096774 0.9
2.78791707732133 15.5433333333333 1.17333333333333
2.73492843581922 14.641935483871 1.13870967741935
2.67794176922314 14.2451612903226 1.70645161290323
2.61955797996192 14.2433333333333 1.08333333333333
2.56906337853914 15.5967741935484 1.10645161290323
2.55591212963932 17.1433333333333 1.14666666666667
2.52620625084613 18.4161290322581 0.845161290322581
2.5416694530559 18.9548387096774 0.909677419354839
2.59714111074551 19.8357142857143 0.989285714285714
2.72308014765279 19.9709677419355 1.60967741935484
2.86795209132273 18.7033333333333 0.933333333333333
2.97024430244097 16.7645161290323 0.925806451612903
3.0591142004975 15.2233333333333 0.823333333333333
3.07660359109157 14.1741935483871 1.37096774193548
3.04868344307765 13.841935483871 1.39354838709677
2.99093687828683 14.1266666666667 1.29
2.91848686197432 14.6225806451613 0.774193548387097
2.94735882749394 15.58 0.676666666666667
2.95056253913356 17.0032258064516 1.08666666666667
3.0868411199454 19.0612903225806 1.23548387096774
3.09298784633335 19.9241379310345 1.12758620689655
2.93034084730738 18.8225806451613 0.996774193548387
2.45558774577924 17.1966666666667 0.816666666666667
2.5323080227495 15.9612903225806 0.906451612903226
2.80546071073566 14.6866666666667 1.39666666666667
